"seqname","id","strand","pos","p1.pos","m1.pos","dist","descr","start","end","chrom"
"chrV","YER015W (FAA2 FAM1)","+",187028,187037,186964,73,"F-overlap-W",186964,187037,"chrV"
"chrV","YER016W (BIM1 EB1 YEB1)","+",189437,189539,189270,269,"W-open-F",189270,189539,"chrV"
"chrV","YER017C (AFG3 YTA10)","-",189340,189270,189539,269,"F-open-W",189270,189539,"chrV"
"chrV","YER018C (SPC25)","-",191860,191830,NA,NA,"-1_missing",191830,192339,"chrV"
"chrV","YER019C-A (SBH2 SEB2)","-",194212,194153,194392,239,"W-open-F",194153,194392,"chrV"
"chrV","YER019W (ISC1)","+",194311,194392,194153,239,"F-open-W",194153,194392,"chrV"
"chrV","YER020W (GPA2 SSP101)","+",196688,196941,196664,277,"W-open-W",196664,196941,"chrV"
"chrV","YER021W (RPN3 SUN2)","+",198645,198826,198615,211,"F-close-W",198615,198826,"chrV"
"chrV","YER022W (SRB4 MED17)","+",200974,201104,200836,268,"W-open-W",200836,201104,"chrV"
"chrV","YER023C-A","-",201410,201410,201571,161,"W-close-W",201410,201571,"chrV"
"chrV","YER023W (PRO3 ORE2)","+",202005,202170,201878,292,"W-open-W",201878,202170,"chrV"
"chrV","YER024W (YAT2)","+",205082,205262,204960,302,"W-open-W",204960,205262,"chrV"
"chrV","YER025W (GCD11 SUI4)","+",207092,207200,207039,161,"F-close-W",207039,207200,"chrV"
"chrV","YER026C (CHO1 PSS1)","-",207515,207528,207717,189,"F-close-W",207528,207717,"chrV"
"chrV","YER027C (GAL83 SPM1)","-",208766,208773,208965,192,"W-close-W",208773,208965,"chrV"
"chrV","YER028C (MIG3)","-",210636,210535,210706,171,"W-close-W",210535,210706,"chrV"
"chrV","YER029C (SMB1)","-",212494,212365,212588,223,"W-open-F",212365,212588,"chrV"
"chrV","YER030W (CHZ1)","+",214029,214091,213956,135,"F-close-F",213956,214091,"chrV"
"chrV","YER031C (YPT31 YPT8)","-",213919,213825,213956,131,"F-close-W",213825,213956,"chrV"
"chrV","YER032W (FIR1 PIP1)","+",217955,217964,217754,210,"F-close-F",217754,217964,"chrV"
"chrV","YER033C (ZRG8)","-",217866,217754,217964,210,"F-close-F",217754,217964,"chrV"
"chrV","YER034W","+",222599,222658,NA,NA,"-1_missing",222176,222658,"chrV"
"chrV","YER035W (EDC2)","+",223248,223234,223005,229,"W-open-F",223005,223234,"chrV"
"chrV","YER036C (ARB1)","-",223260,223234,223430,196,"F-close-F",223234,223430,"chrV"
"chrV","YER037W (PHM8)","+",227074,227098,227024,74,"F-overlap-F",227024,227098,"chrV"
"chrV","YER038C (KRE29 NSE6)","-",226104,225998,226189,191,"W-close-W",225998,226189,"chrV"
"chrV","YER038W-A","+",229356,229467,229296,171,"W-close-W",229296,229467,"chrV"
"chrV","YER039C (HVG1 YEM9)","-",228271,228218,228445,227,"W-open-W",228218,228445,"chrV"
"chrV","YER040W (GLN3)","+",232249,232438,232227,211,"F-close-W",232227,232438,"chrV"
"chrV","YER041W (YEN1)","+",234908,234912,234651,261,"W-open-W",234651,234912,"chrV"
"chrV","YER042W (MXR1 MSRA)","+",235621,235767,235553,214,"F-close-F",235553,235767,"chrV"
"chrV","YER043C (SAH1)","-",235535,235553,235767,214,"F-close-F",235553,235767,"chrV"
"chrV","YER044C (ERG28 BUD18)","-",237445,237163,237474,311,"W-open-W",237163,237474,"chrV"
"chrV","YER044C-A (MEI4)","-",238022,237916,238095,179,"W-close-W",237916,238095,"chrV"
"chrV","YER045C (ACA1)","-",239910,239759,239962,203,"F-close-W",239759,239962,"chrV"
"chrV","YER046W (SPO73)","+",243665,243793,243531,262,"F-open-F",243531,243793,"chrV"
"chrV","YER047C (SAP1)","-",243723,243531,243793,262,"F-open-F",243531,243793,"chrV"
"chrV","YER048C (CAJ1)","-",246861,246640,246909,269,"W-open-F",246640,246909,"chrV"
"chrV","YER048W-A (ISD11)","+",251336,251392,251213,179,"W-close-W",251213,251392,"chrV"
"chrV","YER049W (TPA1)","+",253754,253905,253707,198,"F-close-F",253707,253905,"chrV"
"chrV","YER050C (RSM18)","-",253847,253707,253905,198,"F-close-F",253707,253905,"chrV"
"chrV","YER051W (JHD1)","+",256237,256431,256169,262,"F-open-W",256169,256431,"chrV"
"chrV","YER052C (HOM3 BOR1 SIL4)","-",256263,256169,256431,262,"W-open-F",256169,256431,"chrV"
"chrV","YER053C (PIC2)","-",258594,258573,258774,201,"W-close-F",258573,258774,"chrV"
"chrV","YER053C-A","-",260564,260479,260650,171,"W-close-W",260479,260650,"chrV"
"chrV","YER054C (GIP2)","-",261870,261832,262010,178,"W-close-F",261832,262010,"chrV"
"chrV","YER055C (HIS1)","-",264809,264815,264902,87,"F-overlap-F",264815,264902,"chrV"
"chrV","YER056C (FCY2 BRA7)","-",266391,266357,266505,148,"F-close-F",266357,266505,"chrV"
"chrV","YER056C-A (RPL34A)","-",269337,269258,269476,218,"F-open-W",269258,269476,"chrV"
"chrV","YER057C (HMF1 HIG1)","-",270636,NA,NA,NA,"+1_missing",270161,270674,"chrV"
"chrV","YER058W (PET117)","+",272216,272232,272057,175,"W-close-F",272057,272232,"chrV"
"chrV","YER059W (PCL6)","+",273988,274040,273809,231,"F-open-F",273809,274040,"chrV"
"chrV","YER060W (FCY21)","+",276250,276287,276215,72,"F-overlap-F",276215,276287,"chrV"
"chrV","YER061C (CEM1)","-",278236,278097,278285,188,"F-close-F",278097,278285,"chrV"
"chrV","YER062C (HOR2 GPP2)","-",279755,279712,279869,157,"F-close-F",279712,279869,"chrV"
"chrV","YER063W (THO1)","+",282519,282537,282468,69,"F-overlap-F",282468,282537,"chrV"
"chrV","YER064C","-",282449,282468,282537,69,"F-overlap-F",282468,282537,"chrV"
"chrV","YER065C (ICL1)","-",285119,285035,285179,144,"F-close-F",285035,285179,"chrV"
"chrV","YER066C-A","-",291585,291534,291807,273,"W-open-W",291534,291807,"chrV"
"chrV","YER066W (RRT13)","+",290943,291023,290838,185,"W-close-W",290838,291023,"chrV"
"chrV","YER067C-A","-",291985,291983,292153,170,"W-close-W",291983,292153,"chrV"
"chrV","YER067W (RGI1)","+",292641,292683,292505,178,"W-close-W",292505,292683,"chrV"
"chrV","YER068W (MOT2 NOT4 SIG1)","+",294911,294978,294784,194,"W-close-W",294784,294978,"chrV"
"chrV","YER069W (ARG5%2C6)","+",298128,298217,298039,178,"W-close-W",298039,298217,"chrV"
"chrV","YER070W (RNR1 CRT7 RIR1 SDS12)","+",301822,301911,301617,294,"W-open-F",301617,301911,"chrV"
"chrV","YER071C","-",301724,301617,301911,294,"F-open-W",301617,301911,"chrV"
"chrV","YER072W (VTC1 NRF1 PHM4)","+",303341,303402,303282,120,"F-close-F",303282,303402,"chrV"
"chrV","YER073W (ALD5)","+",305768,NA,NA,NA,"+1_missing",305617,306344,"chrV"
"chrV","YER074W (RPS24A RPS24EA)","+",307315,307400,307175,225,"W-open-W",307175,307400,"chrV"
"chrV","YER074W-A (YOS1)","+",308301,308431,308146,285,"W-open-F",308146,308431,"chrV"
"chrV","YER075C (PTP3)","-",308285,308146,308431,285,"F-open-W",308146,308431,"chrV"
"chrV","YER076C","-",312305,312288,312463,175,"W-close-F",312288,312463,"chrV"
"chrV","YER077C","-",314469,314342,314595,253,"F-open-F",314342,314595,"chrV"
"chrV","YER078C (ICP55)","-",316723,316724,316796,72,"F-overlap-F",316724,316796,"chrV"
"chrV","YER079W","+",319805,319970,319723,247,"F-open-W",319723,319970,"chrV"
"chrV","YER080W (AIM9 FMP29)","+",321945,322227,321881,346,"W-open-W",321881,322227,"chrV"
"chrV","YER081W (SER3)","+",324278,324311,324136,175,"F-close-F",324136,324311,"chrV"
"chrV","YER082C (UTP7 KRE31)","-",324180,324136,324311,175,"F-close-F",324136,324311,"chrV"
"chrV","YER083C (GET2 HUR2 RMD7)","-",326130,325937,326249,312,"W-open-W",325937,326249,"chrV"
"chrV","YER084W","+",327557,327614,327434,180,"W-close-W",327434,327614,"chrV"
"chrV","YER085C","-",327492,327434,327614,180,"W-close-W",327434,327614,"chrV"
"chrV","YER086W (ILV1 ISO1)","+",330346,330334,330169,165,"W-close-W",330169,330334,"chrV"
"chrV","YER087C-B (SBH1 SEB1 YER087C-A)","-",332374,332322,332490,168,"W-close-W",332322,332490,"chrV"
"chrV","YER087W (AIM10)","+",332451,332490,332322,168,"W-close-W",332322,332490,"chrV"
"chrV","YER088C (DOT6 PBF2)","-",333036,332824,333124,300,"F-open-W",332824,333124,"chrV"
"chrV","YER088C-A","-",335267,335169,335335,166,"F-close-W",335169,335335,"chrV"
"chrV","YER088W-B","+",337670,337922,337608,314,"W-open-W",337608,337922,"chrV"
"chrV","YER089C (PTC2)","-",335891,335893,336068,175,"F-close-F",335893,336068,"chrV"
"chrV","YER090W (TRP2)","+",339576,339599,339524,75,"F-overlap-F",339524,339599,"chrV"
"chrV","YER091C (MET6)","-",339639,339599,339671,72,"F-overlap-F",339599,339671,"chrV"
"chrV","YER092W (IES5)","+",343447,343498,343204,294,"W-open-W",343204,343498,"chrV"
"chrV","YER093C (TSC11 AVO3)","-",343262,343204,343498,294,"W-open-W",343204,343498,"chrV"
"chrV","YER093C-A (AIM11 GEP8)","-",347782,347632,347888,256,"W-open-W",347632,347888,"chrV"
"chrV","YER094C (PUP3 SCS32)","-",348575,348390,348608,218,"W-open-W",348390,348608,"chrV"
"chrV","YER095W (RAD51 MUT5)","+",351417,351590,351304,286,"W-open-W",351304,351590,"chrV"
"chrV","YER096W (SHC1)","+",353422,353504,353333,171,"F-close-W",353333,353504,"chrV"
"chrV","YER098W (UBP9)","+",358153,358213,358012,201,"F-close-W",358012,358213,"chrV"
"chrV","YER099C (PRS2)","-",358031,358012,358213,201,"W-close-F",358012,358213,"chrV"
"chrV","YER100W (UBC6 DOA2)","+",360406,360513,360334,179,"F-close-W",360334,360513,"chrV"
"chrV","YER101C (AST2)","-",360382,360334,360513,179,"W-close-F",360334,360513,"chrV"
"chrV","YER102W (RPS8B)","+",363837,363888,363704,184,"F-close-F",363704,363888,"chrV"
"chrV","YER103W (SSA4 YG107)","+",366645,366828,366594,234,"F-open-W",366594,366828,"chrV"
"chrV","YER104W (RTT105)","+",367808,367882,367683,199,"W-close-W",367683,367882,"chrV"
"chrV","YER105C (NUP157)","-",367714,367683,367882,199,"W-close-W",367683,367882,"chrV"
"chrV","YER106W (MAM1)","+",373434,373561,373395,166,"F-close-W",373395,373561,"chrV"
"chrV","YER107C (GLE2 RAE1)","-",373331,373295,373395,100,"F-overlap-F",373295,373395,"chrV"
"chrV","YER109C (FLO8 PHD5 YER108C)","-",374960,374955,375104,149,"W-close-W",374955,375104,"chrV"
"chrV","YER110C (KAP123 YRB4)","-",378610,378604,378801,197,"W-close-F",378604,378801,"chrV"
"chrV","YER111C (SWI4 ART1)","-",382452,382197,382491,294,"W-open-W",382197,382491,"chrV"
"chrV","YER112W (LSM4 SDB23 USS1)","+",387888,387913,387837,76,"W-overlap-F",387837,387913,"chrV"
"chrV","YER113C (TMN3)","-",387786,387701,387837,136,"W-close-W",387701,387837,"chrV"
"chrV","YER114C (BOI2 BEB1)","-",390352,390161,390403,242,"W-open-W",390161,390403,"chrV"
"chrV","YER115C (SPR6)","-",394191,393969,394281,312,"W-open-W",393969,394281,"chrV"
"chrV","YER116C (SLX8)","-",394982,394879,395054,175,"W-close-W",394879,395054,"chrV"
"chrV","YER117W (RPL23B)","+",397747,397748,397574,174,"W-close-F",397574,397748,"chrV"
"chrV","YER118C (SHO1 SSU81)","-",397773,397748,397951,203,"F-close-F",397748,397951,"chrV"
"chrV","YER119C (AVT6)","-",399398,399187,399435,248,"W-open-W",399187,399435,"chrV"
"chrV","YER120W (SCS2)","+",401971,401956,401883,73,"F-overlap-F",401883,401956,"chrV"
"chrV","YER121W","+",402835,402963,402681,282,"F-open-F",402681,402963,"chrV"
"chrV","YER122C (GLO3)","-",402728,402681,402963,282,"F-open-F",402681,402963,"chrV"
"chrV","YER123W (YCK3 CKI3)","+",406766,406763,406578,185,"F-close-W",406578,406763,"chrV"
"chrV","YER124C (DSE1)","-",407001,406998,407202,204,"W-close-W",406998,407202,"chrV"
"chrV","YER125W (RSP5 MDP1 MUT2 NPI1 SMM1 UBY1)","+",413011,413090,412867,223,"F-open-W",412867,413090,"chrV"
"chrV","YER126C (NSA2)","-",413237,413224,413312,88,"F-overlap-F",413224,413312,"chrV"
"chrV","YER127W (LCP5)","+",415673,415661,415483,178,"W-close-W",415483,415661,"chrV"
"chrV","YER128W","+",416611,416789,416515,274,"W-open-W",416515,416789,"chrV"
"chrV","YER129W (SAK1 PAK1)","+",420979,420968,420747,221,"F-open-F",420747,420968,"chrV"
"chrV","YER130C","-",420900,420747,420968,221,"F-open-F",420747,420968,"chrV"
"chrV","YER131W (RPS26B)","+",424454,424711,424409,302,"F-open-F",424409,424711,"chrV"
"chrV","YER132C (PMD1)","-",425055,425067,425160,93,"F-overlap-F",425067,425160,"chrV"
"chrV","YER133W (GLC7 CID1 DIS2 DIS2S1 PP1)","+",434379,434460,434210,250,"F-open-F",434210,434460,"chrV"
"chrV","YER134C","-",437010,436951,437156,205,"F-close-F",436951,437156,"chrV"
"chrV","YER136W (GDI1 SEC19)","+",441295,441348,441164,184,"F-close-W",441164,441348,"chrV"
"chrV","YER137C","-",441212,441164,441348,184,"W-close-F",441164,441348,"chrV"
"chrV","YER139C (RTR1)","-",449856,449789,449973,184,"W-close-W",449789,449973,"chrV"
"chrV","YER140W","+",453455,453584,453422,162,"W-close-W",453422,453584,"chrV"
"chrV","YER141W (COX15)","+",455158,455218,455018,200,"F-close-W",455018,455218,"chrV"
"chrV","YER142C (MAG1 MMS5)","-",455059,455018,455218,200,"W-close-F",455018,455218,"chrV"
"chrV","YER143W (DDI1 VSM1)","+",457755,457749,457633,116,"F-overlap-F",457633,457749,"chrV"
"chrV","YER144C (UBP5)","-",457689,457633,457749,116,"F-overlap-F",457633,457749,"chrV"
"chrV","YER145C (FTR1)","-",460413,460362,460476,114,"F-overlap-F",460362,460476,"chrV"
"chrV","YER146W (LSM5)","+",462951,463051,462890,161,"F-close-F",462890,463051,"chrV"
"chrV","YER147C (SCC4)","-",462891,462890,463051,161,"F-close-F",462890,463051,"chrV"
"chrV","YER147C-A","-",465112,464861,465152,291,"W-open-W",464861,465152,"chrV"
"chrV","YER148W (SPT15 BTF1 TBP1)","+",466042,466149,465955,194,"F-close-F",465955,466149,"chrV"
"chrV","YER149C (PEA2 DFG9 PPF2)","-",466130,466149,466291,142,"W-close-F",466149,466291,"chrV"
"chrV","YER150W (SPI1)","+",468981,468966,468801,165,"F-close-F",468801,468966,"chrV"
"chrV","YER151C (UBP3 BLM3)","-",469611,469531,469631,100,"W-overlap-F",469531,469631,"chrV"
"chrV","YER152C","-",472605,472460,472746,286,"W-open-W",472460,472746,"chrV"
"chrV","YER154W (OXA1 PET1402)","+",476293,476346,476231,115,"F-overlap-W",476231,476346,"chrV"
"chrV","YER155C (BEM2 IPL2 SUP9 TSL1)","-",476193,476162,476231,69,"F-overlap-F",476162,476231,"chrV"
"chrV","YER156C","-",483218,483067,483353,286,"W-open-W",483067,483353,"chrV"
"chrV","YER157W (COG3 GRD20 SEC34)","+",487251,NA,NA,NA,"+1_missing",487147,487571,"chrV"
"chrV","YER158C","-",488730,488507,488799,292,"W-open-W",488507,488799,"chrV"
"chrV","YER158W-A","+",491998,491991,491872,119,"W-overlap-F",491872,491991,"chrV"
"chrV","YER159C (BUR6 NCB1)","-",491400,NA,NA,NA,"+1_missing",490942,491499,"chrV"
"chrV","YER161C (SPT2 EXA1 SIN1)","-",499076,499032,499234,202,"W-close-W",499032,499234,"chrV"
"chrV","YER162C (RAD4)","-",500520,500342,500642,300,"W-open-W",500342,500642,"chrV"
"chrV","YER163C","-",502982,502874,503139,265,"W-open-W",502874,503139,"chrV"
"chrV","YER164W (CHD1)","+",509926,NA,NA,NA,"+1_missing",509869,510226,"chrV"
"chrV","YER165W (PAB1)","+",512239,512513,512207,306,"W-open-W",512207,512513,"chrV"
"chrV","YER166W (DNF1)","+",517578,517576,517363,213,"W-close-W",517363,517576,"chrV"
"chrV","YER167W (BCK2 CTR7)","+",520781,520809,520636,173,"F-close-F",520636,520809,"chrV"
"chrV","YER168C (CCA1 TNT1)","-",520958,520809,521026,217,"F-open-F",520809,521026,"chrV"
"chrV","YER169W (RPH1)","+",525960,526006,525700,306,"W-open-F",525700,526006,"chrV"
"chrV","YER170W (ADK2 AKY3 PAK3)","+",526999,526993,526719,274,"W-open-F",526719,526993,"chrV"
"chrV","YER171W (RAD3 REM1)","+",529518,529605,529388,217,"F-open-W",529388,529605,"chrV"
"chrV","YER172C (BRR2 PRP44 RSS1 SLT22 SNU246)","-",529406,529388,529605,217,"W-open-F",529388,529605,"chrV"
"chrV","YER173W (RAD24 RS1)","+",538452,538510,538260,250,"F-open-F",538260,538510,"chrV"
"chrV","YER174C (GRX4)","-",538337,538260,538510,250,"F-open-F",538260,538510,"chrV"
"chrV","YER175C (TMT1 TAM1)","-",539234,539092,539274,182,"W-close-W",539092,539274,"chrV"
"chrV","YER175W-A","+",541606,541704,541401,303,"W-open-W",541401,541704,"chrV"
"chrV","YER176W (ECM32 HEL1 MTT1)","+",545169,NA,NA,NA,"+1_missing",545042,545562,"chrV"
"chrV","YER177W (BMH1 APR6)","+",546549,546817,546516,301,"F-open-W",546516,546817,"chrV"
"chrV","YER178W (PDA1)","+",548213,548361,548172,189,"W-close-W",548172,548361,"chrV"
"chrV","YER179W (DMC1 ISC2)","+",549583,549729,549493,236,"W-open-F",549493,549729,"chrV"
"chrV","YER180C (ISC10)","-",549667,549493,549729,236,"F-open-W",549493,549729,"chrV"
"chrV","YER180C-A (SLO1)","-",550776,550790,550960,170,"W-close-W",550790,550960,"chrV"
"chrV","YER182W (FMP10)","+",553357,553410,553215,195,"W-close-W",553215,553410,"chrV"
"chrV","YER183C (FAU1)","-",553242,553215,553410,195,"W-close-W",553215,553410,"chrV"
"chrV","YER184C","-",555951,555895,556026,131,"F-close-F",555895,556026,"chrV"
"chrV","YER185W (PUG1)","+",560393,560401,560230,171,"W-close-W",560230,560401,"chrV"
"chrV","YER186C","-",561493,561426,561514,88,"F-overlap-F",561426,561514,"chrV"
"chrV","YER187W","+",566820,566858,566685,173,"W-close-W",566685,566858,"chrV"
"chrV","YER188W","+",568989,569073,568889,184,"F-close-F",568889,569073,"chrV"
"chrVI","YFL001W (DEG1 HRM3 PUS3)","+",148491,148576,148382,194,"W-close-W",148382,148576,"chrVI"
"chrVI","YFL002C (SPB4)","-",144981,144840,145028,188,"F-close-F",144840,145028,"chrVI"
"chrVI","YFL004W (VTC2 PHM1)","+",134437,134469,134278,191,"F-close-F",134278,134469,"chrVI"
"chrVI","YFL005W (SEC4 SRO6)","+",131198,131187,131012,175,"W-close-W",131012,131187,"chrVI"
"chrVI","YFL007W (BLM10 YFL006W)","+",129987,130188,129918,270,"W-open-W",129918,130188,"chrVI"
"chrVI","YFL008W (SMC1 CHL10)","+",123209,123393,123086,307,"W-open-W",123086,123393,"chrVI"
"chrVI","YFL009W (CDC4)","+",118569,118566,118397,169,"W-close-F",118397,118566,"chrVI"
"chrVI","YFL010C (WWM1)","-",114946,114913,115116,203,"F-close-W",114913,115116,"chrVI"
"chrVI","YFL010W-A (AUA1 YFL011W-A)","+",115917,116000,115735,265,"W-open-W",115735,116000,"chrVI"
"chrVI","YFL011W (HXT10)","+",114054,114260,113987,273,"W-open-W",113987,114260,"chrVI"
"chrVI","YFL012W","+",111252,111297,111108,189,"F-close-W",111108,111297,"chrVI"
"chrVI","YFL013C (IES1)","-",107710,107562,107809,247,"F-open-W",107562,107809,"chrVI"
"chrVI","YFL014W (HSP12 GLP1 HOR5)","+",107770,107809,107562,247,"W-open-F",107562,107809,"chrVI"
"chrVI","YFL015C","-",106289,106234,NA,NA,"-1_missing",106234,107031,"chrVI"
"chrVI","YFL015W-A","+",106808,107031,NA,NA,"-1_missing",106234,107031,"chrVI"
"chrVI","YFL016C (MDJ1)","-",104598,104434,104671,237,"F-open-W",104434,104671,"chrVI"
"chrVI","YFL017C (GNA1 PAT1)","-",103884,103724,103916,192,"F-close-W",103724,103916,"chrVI"
"chrVI","YFL017W-A (SMX2 SNP2 YFL018W-A)","+",104004,104095,103916,179,"F-close-W",103916,104095,"chrVI"
"chrVI","YFL018C (LPD1 HPD1)","-",101545,NA,NA,NA,"+1_missing",101227,101607,"chrVI"
"chrVI","YFL020C (PAU5)","-",99116,99048,99241,193,"W-close-W",99048,99241,"chrVI"
"chrVI","YFL021C-A","-",95731,95525,95846,321,"W-open-W",95525,95846,"chrVI"
"chrVI","YFL021W (GAT1 MEP80 NIL1)","+",97505,97705,97447,258,"F-open-F",97447,97705,"chrVI"
"chrVI","YFL022C (FRS2)","-",93391,93300,93414,114,"F-overlap-F",93300,93414,"chrVI"
"chrVI","YFL023W (BUD27 URI1)","+",93465,93510,93414,96,"F-overlap-F",93414,93510,"chrVI"
"chrVI","YFL024C (EPL1)","-",87450,87286,87543,257,"W-open-W",87286,87543,"chrVI"
"chrVI","YFL025C (BST1 PER17)","-",83989,83940,84011,71,"F-overlap-F",83940,84011,"chrVI"
"chrVI","YFL026W (STE2)","+",84073,84082,84011,71,"F-overlap-F",84011,84082,"chrVI"
"chrVI","YFL027C (GYP8)","-",80345,80199,80462,263,"F-open-W",80199,80462,"chrVI"
"chrVI","YFL028C (CAF16)","-",79270,79149,79347,198,"W-close-W",79149,79347,"chrVI"
"chrVI","YFL029C (CAK1 CIV1)","-",77992,77897,78137,240,"W-open-F",77897,78137,"chrVI"
"chrVI","YFL030W (AGX1)","+",78076,78137,77897,240,"F-open-W",77897,78137,"chrVI"
"chrVI","YFL031C-A (YFL030C-A)","-",75947,75937,76107,170,"W-close-F",75937,76107,"chrVI"
"chrVI","YFL031W (HAC1 ERN4 IRE15)","+",76561,76604,76409,195,"F-close-F",76409,76604,"chrVI"
"chrVI","YFL033C (RIM15 TAK1)","-",68896,68708,69174,466,"W-open-W",68708,69174,"chrVI"
"chrVI","YFL034C-A (RPL22B YFL035C-B)","-",64173,63990,64243,253,"W-open-W",63990,64243,"chrVI"
"chrVI","YFL034C-B (MOB2 YFL035C YFL035C-A)","-",62843,62704,63015,311,"F-open-F",62704,63015,"chrVI"
"chrVI","YFL034W","+",68815,NA,NA,NA,"+1_missing",68708,69174,"chrVI"
"chrVI","YFL036W (RPO41)","+",62937,63015,62704,311,"F-open-F",62704,63015,"chrVI"
"chrVI","YFL037W (TUB2 ARM10 SHE8)","+",57934,58096,57890,206,"F-close-W",57890,58096,"chrVI"
"chrVI","YFL038C (YPT1 YP2)","-",55260,NA,NA,NA,"+1_missing",54811,55353,"chrVI"
"chrVI","YFL039C (ACT1 ABY1 END7)","-",53111,52925,53139,214,"F-close-W",52925,53139,"chrVI"
"chrVI","YFL040W","+",53370,53404,53313,91,"F-overlap-F",53313,53404,"chrVI"
"chrVI","YFL041W (FET5)","+",51181,51358,51126,232,"F-open-W",51126,51358,"chrVI"
"chrVI","YFL041W-A","+",48970,49146,48950,196,"W-close-W",48950,49146,"chrVI"
"chrVI","YFL042C (YFL043C)","-",45630,45560,45753,193,"W-close-W",45560,45753,"chrVI"
"chrVI","YFL044C (OTU1 YOD1)","-",44444,44298,44481,183,"W-close-W",44298,44481,"chrVI"
"chrVI","YFL045C (SEC53 ALG4)","-",43477,43333,43515,182,"F-close-W",43333,43515,"chrVI"
"chrVI","YFL046W (FMP32)","+",43587,43671,43515,156,"F-close-W",43515,43671,"chrVI"
"chrVI","YFL047W (RGD2)","+",42638,42835,42587,248,"W-open-W",42587,42835,"chrVI"
"chrVI","YFL048C (EMP47)","-",38727,38669,38874,205,"F-close-F",38669,38874,"chrVI"
"chrVI","YFL049W (SWP82)","+",38826,38874,38669,205,"F-close-F",38669,38874,"chrVI"
"chrVI","YFL050C (ALR2)","-",32987,32852,33067,215,"W-close-W",32852,33067,"chrVI"
"chrVI","YFL052W","+",30237,30285,30212,73,"F-overlap-F",30212,30285,"chrVI"
"chrVI","YFL054C","-",20782,20723,20927,204,"W-close-F",20723,20927,"chrVI"
"chrVI","YFL055W (AGP3)","+",19085,19166,18960,206,"W-close-W",18960,19166,"chrVI"
"chrVI","YFL057C (AAD16)","-",14192,14175,14424,249,"W-open-W",14175,14424,"chrVI"
"chrVI","YFR001W (LOC1)","+",149805,150053,149759,294,"W-open-W",149759,150053,"chrVI"
"chrVI","YFR002W (NIC96)","+",152628,152648,152453,195,"W-close-W",152453,152648,"chrVI"
"chrVI","YFR003C (YPI1)","-",152493,152453,152648,195,"W-close-W",152453,152648,"chrVI"
"chrVI","YFR004W (RPN11 MPR1)","+",154403,154384,154233,151,"W-close-F",154233,154384,"chrVI"
"chrVI","YFR005C (SAD1)","-",154312,154233,154384,151,"F-close-W",154233,154384,"chrVI"
"chrVI","YFR006W","+",157841,NA,NA,NA,"+1_missing",157737,158161,"chrVI"
"chrVI","YFR007W (YFH7 AIM12)","+",160426,160541,160310,231,"W-open-W",160310,160541,"chrVI"
"chrVI","YFR008W (FAR7)","+",161547,161561,161393,168,"W-close-F",161393,161561,"chrVI"
"chrVI","YFR009W (GCN20)","+",164812,165027,164766,261,"W-open-W",164766,165027,"chrVI"
"chrVI","YFR010W (UBP6)","+",166663,166764,166619,145,"F-close-W",166619,166764,"chrVI"
"chrVI","YFR010W-A","+",167059,167079,166913,166,"F-close-W",166913,167079,"chrVI"
"chrVI","YFR011C (AIM13)","-",166585,166534,166619,85,"F-overlap-F",166534,166619,"chrVI"
"chrVI","YFR012W","+",168507,168529,168367,162,"W-close-W",168367,168529,"chrVI"
"chrVI","YFR013W (IOC3)","+",172439,172468,172392,76,"F-overlap-F",172392,172468,"chrVI"
"chrVI","YFR014C (CMK1)","-",172323,172259,172392,133,"F-close-W",172259,172392,"chrVI"
"chrVI","YFR015C (GSY1)","-",174126,173892,174202,310,"W-open-W",173892,174202,"chrVI"
"chrVI","YFR016C","-",176998,177008,177182,174,"W-close-W",177008,177182,"chrVI"
"chrVI","YFR017C","-",182165,182011,182248,237,"W-open-W",182011,182248,"chrVI"
"chrVI","YFR018C","-",182969,182909,182996,87,"F-overlap-W",182909,182996,"chrVI"
"chrVI","YFR019W (FAB1 SVL7)","+",191394,191395,191226,169,"W-close-W",191226,191395,"chrVI"
"chrVI","YFR020W","+",193769,193820,193666,154,"W-close-F",193666,193820,"chrVI"
"chrVI","YFR021W (ATG18 AUT10 CVT18 NMR1 SVP1)","+",196421,196600,196348,252,"W-open-W",196348,196600,"chrVI"
"chrVI","YFR022W (ROG3 ART7)","+",199146,199169,198991,178,"W-close-W",198991,199169,"chrVI"
"chrVI","YFR023W (PES4)","+",201816,201863,201679,184,"W-close-F",201679,201863,"chrVI"
"chrVI","YFR024C-A (LSB3 YFR024C)","-",201761,201679,201863,184,"F-close-W",201679,201863,"chrVI"
"chrVI","YFR025C (HIS2)","-",203639,203650,203825,175,"W-close-W",203650,203825,"chrVI"
"chrVI","YFR026C (ULI1)","-",205674,205598,205749,151,"F-close-F",205598,205749,"chrVI"
"chrVI","YFR027W (ECO1 CTF7)","+",208430,208499,208277,222,"W-open-W",208277,208499,"chrVI"
"chrVI","YFR028C (CDC14 OAF3)","-",208337,208277,208499,222,"W-open-W",208277,208499,"chrVI"
"chrVI","YFR029W (PTR3 SSY3)","+",213045,213256,212935,321,"W-open-W",212935,213256,"chrVI"
"chrVI","YFR030W (MET10)","+",216476,216655,216387,268,"F-open-W",216387,216655,"chrVI"
"chrVI","YFR031C (SMC2)","-",216536,216387,216655,268,"W-open-F",216387,216655,"chrVI"
